account_id,snapshot_date,usage_count_last_1m,usage_duration_last_1m,error_count_last_1m,active_features_last_1m,usage_count_last_3m,usage_duration_last_3m,error_count_last_3m,active_features_last_3m,usage_count_last_6m,usage_duration_last_6m,error_count_last_6m,active_features_last_6m,usage_trend_3m,usage_trend_pct_3m,error_trend_3m,active_features_drop_3m,label,account_age_days,months_since_first_usage,months_since_last_usage,avg_monthly_usage_6m,usage_mean_prev_6m,usage_std_prev_6m,usage_z_1m,duration_mean_prev_6m,duration_std_prev_6m,duration_z_1m,features_mean_prev_6m,features_z_1m,flag_zero_usage_1m,flag_usage_drop_40pct,flag_feature_collapse,flag_error_spike,flag_recent_inactivity,plan_tier,industry,country,seats,is_trial
A-00cac8,2024-07-31,15,6295,0,2,84,21547,7,7,148,31592,10,11,-19.5,-0.2294117647058823,-3.5,-5,0,320,19.233333333333334,0.0,24.666666666666668,32.0,16.149303390549075,-1.0526769196293537,6791.0,4952.217927353359,-0.10015714315806025,3.0,-1.0,0,1,0,0,0,Enterprise,HealthTech,AU,8,True
A-00cac8,2024-08-31,12,6936,2,1,52,19246,6,6,139,35625,12,11,-8.0,-0.1509433962264151,0.0,-5,0,351,20.266666666666666,0.0,23.166666666666668,24.666666666666668,10.405126941400887,-1.2173484783658797,5265.333333333333,2605.433220534863,0.6412241361083421,2.3333333333333335,-1.3333333333333335,0,1,1,0,0,Enterprise,HealthTech,AU,8,True
A-00cac8,2024-09-30,14,7448,0,1,41,20679,2,4,136,41118,12,11,0.5,0.0119047619047619,-1.0,-3,0,381,21.266666666666666,0.0,22.666666666666668,23.166666666666668,11.61751551178937,-0.7890384022578667,5937.5,2384.9977568123627,0.6333339287436082,2.0,-1.0,0,1,1,0,0,Enterprise,HealthTech,AU,8,True
A-00cac8,2024-10-31,19,3941,0,2,45,18325,2,4,129,39872,9,10,6.0,0.1304347826086956,-1.0,-2,0,412,22.3,0.0,21.5,22.666666666666668,11.994443157840493,-0.3056970892869473,6853.0,1402.3932401434354,-2.0764503953439712,2.0,0.0,0,0,0,0,0,Enterprise,HealthTech,AU,8,True
A-00cac8,2024-12-31,28,6695,1,2,47,10636,1,4,88,31315,3,7,18.5,0.3854166666666667,1.0,-2,0,473,24.333333333333332,0.23333333333333334,14.666666666666666,21.5,11.945710527214358,0.5441283246453673,6645.333333333333,1748.0829118399017,0.028412077197173365,2.0,0.0,0,0,0,0,0,Enterprise,HealthTech,AU,8,True
A-0158bb,2024-06-30,7,2324,0,1,7,2324,0,1,78,21757,9,7,7.0,0.875,0.0,0,0,39,17.866666666666667,0.0,13.0,18.833333333333332,6.431692364118996,-1.8398472475925078,6221.666666666667,1223.743382685548,-3.185035946775102,1.8333333333333333,-0.8333333333333333,0,0,1,0,0,Basic,FinTech,DE,5,False
A-0158bb,2024-07-31,16,3584,1,1,23,5908,1,1,74,19775,6,5,12.5,0.5208333333333334,1.0,0,0,70,18.9,0.0,12.333333333333334,,,,,,,,,0,0,1,0,0,Basic,FinTech,DE,5,False
A-0158bb,2024-08-31,19,4792,2,2,42,10700,3,3,83,20637,8,6,7.5,0.1744186046511628,1.5,-1,0,101,19.933333333333334,0.0,13.833333333333334,11.5,6.363961030678928,1.1785111167924232,2954.0,890.9545442950499,2.062955972003403,1.0,1.0,0,0,0,0,0,Basic,FinTech,DE,5,False
A-0158bb,2024-09-30,32,12905,1,4,67,21281,4,7,74,23605,4,7,14.5,0.213235294117647,-0.5,-3,0,131,20.933333333333334,0.0,12.333333333333334,14.0,6.244997998398398,2.8823063069531805,3566.6666666666665,1234.0912986215135,7.566971208854102,1.3333333333333333,2.666666666666667,0,0,0,0,0,Basic,FinTech,DE,5,False
A-0158bb,2024-11-30,7,1463,0,1,39,14368,1,5,81,25068,4,7,-9.0,-0.225,-0.5,-4,0,192,22.966666666666665,0.0,13.5,18.5,10.344080432788601,-1.111746854925888,5901.25,4776.655550696533,-0.929154290479174,2.0,-1.0,0,1,1,0,0,Basic,FinTech,DE,5,False
A-0158bb,2024-12-31,18,4554,0,2,25,6017,0,3,92,27298,4,9,14.5,0.5576923076923077,0.0,-1,0,223,24.0,0.1,15.333333333333334,16.2,10.329569206893384,0.17425700817627246,5013.6,4588.2394553902695,-0.10016913989959537,1.8,0.19999999999999996,0,0,0,0,0,Basic,FinTech,DE,5,False
A-019782,2023-07-31,47,9154,1,4,90,21306,5,10,143,38317,8,15,25.5,0.2802197802197802,-1.0,-6,0,103,6.8,0.0,23.833333333333332,16.5,9.268225288586807,3.290813047752048,4937.0,4108.133201345838,1.0265003086053774,1.8333333333333333,2.166666666666667,0,0,0,0,0,Enterprise,DevTools,FR,11,False
A-019782,2023-08-31,61,15198,1,4,138,32310,6,12,193,51128,9,18,22.5,0.1618705035971223,-1.5,-8,0,134,7.833333333333333,0.0,32.166666666666664,,,,,,,,,0,0,0,0,0,Enterprise,DevTools,FR,11,False
A-019782,2023-10-31,19,893,1,1,80,16091,2,5,170,37397,7,15,-11.5,-0.1419753086419753,0.5,-4,0,195,9.866666666666667,0.0,28.333333333333332,54.0,9.899494936611665,-3.5355335487899167,12176.0,4273.753385491494,-2.6400681039910667,4.0,-3.0,0,1,1,0,0,Enterprise,DevTools,FR,11,False
A-019782,2023-11-30,15,3823,0,2,34,4716,1,2,172,37026,7,13,5.5,0.1571428571428571,-0.5,0,0,225,10.866666666666667,0.0,28.666666666666668,42.333333333333336,21.385353243127255,-1.2781332973297657,8415.0,7181.075615811325,-0.6394585219587237,3.0,-1.0,0,0,0,0,0,Enterprise,DevTools,FR,11,False
A-029f69,2024-06-30,10,2330,0,1,138,37660,4,7,356,111998,24,17,-54.0,-0.3884892086330935,-2.0,-6,0,115,18.1,0.0,59.333333333333336,35.5,22.173557826083453,-1.1500183709799237,7267.0,6296.8389424112365,-0.7840441917552745,2.75,-1.75,0,1,1,0,0,Basic,Cybersecurity,CA,3,False
A-029f69,2024-07-31,46,17994,4,3,156,46966,8,8,302,89770,28,16,-9.0,-0.0573248407643312,2.0,-5,0,146,19.133333333333333,0.0,50.333333333333336,,,,,,,,,0,1,0,0,0,Basic,Cybersecurity,CA,3,False
A-029f69,2024-08-31,70,12354,2,4,126,32678,6,8,326,94000,26,18,42.0,0.3307086614173228,0.0,-4,0,177,20.166666666666668,0.0,54.333333333333336,28.0,25.45584412271571,1.6499157579537986,10162.0,11076.12062050608,0.19790322576876576,2.0,2.0,0,0,0,0,0,Basic,Cybersecurity,CA,3,False
A-029f69,2024-09-30,102,41584,4,4,218,71932,10,10,356,109592,14,17,44.0,0.2009132420091324,1.0,-6,1,207,21.166666666666668,0.0,59.333333333333336,42.0,30.199337741083,1.986798469808094,10892.666666666666,7933.589687734887,3.8685304556287763,2.6666666666666665,1.3333333333333335,0,0,0,0,0,Basic,Cybersecurity,CA,3,False
A-029f69,2024-10-31,11,1606,3,1,97,28575,6,7,175,52058,10,15,-32.0,-0.3265306122448979,1.5,-6,0,238,22.2,0.0,29.166666666666668,57.0,38.8329756778952,-1.184560235532613,18565.5,16656.851913451916,-1.0181695849313217,3.0,-2.0,0,1,1,0,0,Basic,Cybersecurity,CA,3,False
A-029f69,2024-11-30,5,90,0,1,67,22488,5,6,130,38827,8,12,-26.0,-0.3823529411764705,-2.5,-5,1,268,23.2,0.0,21.666666666666668,47.8,39.42334333868704,-1.08565117236894,15173.6,16297.636785742896,-0.9255084155679283,2.6,-1.6,0,1,1,0,0,Basic,Cybersecurity,CA,3,False
A-02fac6,2023-11-30,56,20719,3,6,125,32628,12,11,162,44634,15,14,21.5,0.1706349206349206,-1.5,-5,0,238,10.433333333333334,0.0,27.0,40.666666666666664,39.35310237664454,0.38963466709549094,12659.666666666666,15824.33368792085,0.5093000117266199,2.3333333333333335,3.6666666666666665,0,0,0,0,0,Pro,FinTech,US,22,False
A-02fac6,2023-12-31,20,3604,3,3,127,33139,12,13,169,47796,18,16,-33.5,-0.26171875,-1.5,-10,0,269,11.466666666666667,0.0,28.166666666666668,,,,,,,,,0,1,0,0,0,Pro,FinTech,US,22,False
A-02fac6,2024-01-31,17,3987,3,2,93,28310,9,10,176,45813,20,17,-21.0,-0.2234042553191489,0.0,-8,0,300,12.5,0.0,29.333333333333332,38.0,25.45584412271571,-0.8249578789768993,12161.5,12102.132560007762,-0.6754594662380147,4.5,-2.5,0,1,0,0,0,Pro,FinTech,US,22,False
A-02fac6,2024-02-29,19,5494,2,3,56,13085,8,7,181,45713,20,17,0.5,0.0087719298245614,-1.0,-4,0,329,13.466666666666667,0.0,30.166666666666668,31.0,21.702534414210707,-0.5529307876232038,9436.666666666666,9772.66372762991,-0.4034382821457638,3.6666666666666665,-0.6666666666666665,0,1,0,0,0,Pro,FinTech,US,22,False
A-02fac6,2024-03-31,26,11464,2,2,62,20945,7,7,189,54084,19,17,8.0,0.1269841269841269,-0.5,-5,0,360,14.5,0.0,31.5,28.0,18.708286933869708,-0.10690449105068434,8451.0,8219.253372417716,0.3665783086508184,3.5,-1.5,0,0,0,0,0,Pro,FinTech,US,22,False
A-02fac6,2024-04-30,9,2097,0,1,54,19055,4,6,147,47365,13,16,-13.5,-0.2454545454545454,-2.0,-5,0,390,15.5,0.0,24.5,27.6,16.2265215003093,-1.1462714823613906,9053.6,7244.496414520474,-0.960259982335875,3.2,-2.2,0,1,1,0,0,Pro,FinTech,US,22,False
A-02fac6,2024-05-31,23,5964,0,2,58,19525,2,5,114,32610,10,12,5.5,0.0932203389830508,-1.0,-3,0,421,16.533333333333335,0.0,19.0,24.5,16.37986568931504,-0.09157583687652868,7894.166666666667,7074.736501571395,-0.27282523751451737,2.8333333333333335,-0.8333333333333335,0,1,0,0,0,Pro,FinTech,US,22,False
A-02fac6,2024-06-30,12,4140,1,1,44,12201,1,4,106,33146,8,11,-4.0,-0.0888888888888888,1.0,-3,0,451,17.533333333333335,0.0,17.666666666666668,19.0,5.830951894845303,-1.2004898901152437,5435.0,3262.62691707158,-0.39691942490483323,2.1666666666666665,-1.1666666666666665,0,1,1,0,0,Pro,FinTech,US,22,False
A-02fac6,2024-07-31,22,8630,0,2,57,18734,1,5,111,37789,5,10,4.5,0.0775862068965517,-0.5,-3,1,482,18.566666666666666,0.0,18.5,17.666666666666668,6.43946167522307,0.6729339933914937,5524.333333333333,3209.3692007412715,0.9676875645786283,1.8333333333333333,0.16666666666666674,0,1,0,0,0,Pro,FinTech,US,22,False
A-034368,2024-04-30,23,9517,4,3,23,9517,4,3,57,18689,5,6,23.0,0.9583333333333334,4.0,0,0,177,15.633333333333333,0.0,9.5,18.5,6.655824516917497,0.6760994543144332,6298.166666666667,3322.32198419519,0.9688505050615145,1.8333333333333333,1.1666666666666667,0,0,0,0,0,Enterprise,EdTech,US,19,False
A-034368,2024-07-31,25,5993,4,3,25,5993,4,3,48,15510,8,6,25.0,0.9615384615384616,4.0,0,1,269,18.7,0.0,8.0,,,,,,,,,0,0,0,0,0,Enterprise,EdTech,US,19,False
A-038089,2024-08-31,54,13722,0,2,54,13722,0,2,126,35936,2,5,54.0,0.9818181818181818,0.0,0,0,256,19.2,0.0,21.0,24.0,1.4142135623730951,21.213188435607034,7755.0,2491.8442969013936,2.394611896507879,3.0,-1.0,0,0,0,0,0,Pro,DevTools,FR,5,False
A-038089,2024-09-30,12,6084,0,1,66,19806,0,3,138,42020,2,6,-15.0,-0.2238805970149253,0.0,-2,1,286,20.2,0.0,23.0,,,,,,,,,0,1,1,0,0,Pro,DevTools,FR,5,False
A-038089,2024-11-30,9,2826,0,1,15,5868,0,2,42,12729,0,4,6.0,0.375,0.0,-1,1,347,22.233333333333334,0.06666666666666667,7.0,33.0,29.698484809834994,-0.8081220084308852,9903.0,5400.88159470285,-1.3103416311941989,1.5,-0.5,0,0,1,0,0,Pro,DevTools,FR,5,False
A-054577,2024-07-31,17,4890,0,2,60,16913,4,5,189,54169,18,17,-4.5,-0.0737704918032786,-2.0,-3,0,94,18.533333333333335,0.0,31.5,25.0,25.15949125081825,-0.31797144076863554,7544.0,5592.799299098798,-0.4745387519901021,1.3333333333333333,0.6666666666666667,0,1,0,0,0,Basic,EdTech,UK,2,False
A-054577,2024-09-30,6,2868,0,1,23,7758,0,3,120,30566,10,10,-2.5,-0.1041666666666666,0.0,-2,0,155,20.566666666666666,0.0,20.0,,,,,,,,,0,1,1,0,0,Basic,EdTech,UK,2,False
A-054577,2024-11-30,40,15152,0,4,46,18020,0,5,63,22910,0,7,37.0,0.7872340425531915,0.0,-1,0,216,22.6,0.0,10.5,11.5,7.7781745930520225,3.664098304165063,3879.0,1429.769911559199,7.884485399347949,1.5,2.5,0,0,0,0,0,Basic,EdTech,UK,2,False
A-054577,2024-12-31,60,21580,4,5,100,36732,4,9,123,44490,4,12,40.0,0.396039603960396,4.0,-4,0,247,23.633333333333333,0.0,20.5,21.0,17.349351572897472,2.2479224994784173,7636.666666666667,6586.523918831035,2.116948712712034,2.3333333333333335,2.6666666666666665,0,0,0,0,0,Basic,EdTech,UK,2,False
A-05d3b3,2023-10-31,126,40862,2,5,126,40862,2,5,216,73010,2,9,126.0,0.9921259842519684,2.0,0,0,156,10.066666666666666,0.0,36.0,30.75,24.102212899787162,3.951919122286153,11122.5,8804.86613564719,3.3776209130789265,3.0,2.0,0,0,0,0,0,Basic,DevTools,AU,9,True
A-05d3b3,2023-11-30,76,24040,0,4,202,64902,2,8,276,88586,2,11,13.0,0.064039408866995,-1.0,-4,0,186,11.066666666666666,0.0,46.0,,,,,,,,,0,1,0,0,0,Basic,DevTools,AU,9,True
A-05d3b3,2023-12-31,106,12122,4,4,308,77024,6,11,366,95860,6,13,5.0,0.0161812297734627,3.0,-7,0,217,12.1,0.0,61.0,101.0,35.35533905932738,0.14142135223730962,32451.0,11894.950273120103,-1.7090445551697595,4.5,-0.5,0,1,0,0,0,Basic,DevTools,AU,9,True
A-05d3b3,2024-01-31,78,26080,6,4,260,62242,10,9,386,103104,12,13,-13.0,-0.0498084291187739,4.0,-5,0,248,13.133333333333333,0.0,64.33333333333333,102.66666666666667,25.166114784235834,-0.9801539052807656,25674.666666666668,14439.563751489632,0.028071023493590353,4.333333333333333,-0.33333333333333304,0,1,0,0,0,Basic,DevTools,AU,9,True
A-05d3b3,2024-02-29,82,27388,6,3,266,65590,16,9,468,130492,18,15,-10.0,-0.0374531835205992,1.0,-6,1,277,14.1,0.0,78.0,96.5,23.96525262402492,-0.6050426266077109,25776.0,11791.596216515105,0.13670753053819407,4.25,-1.25,0,1,0,0,0,Basic,DevTools,AU,9,True
A-05d3b3,2024-03-31,22,7089,4,3,102,33823,10,9,256,72335,13,17,-18.0,-0.174757281553398,1.0,-6,0,308,15.133333333333333,0.0,42.666666666666664,93.6,21.743964679883014,-3.292867596192104,26098.4,10237.236677932186,-1.8568878102740918,4.0,-1.0,0,1,0,0,0,Basic,DevTools,AU,9,True
A-05d3b3,2024-04-30,27,6434,0,2,90,27217,7,8,220,58338,12,16,-4.5,-0.0494505494505494,-3.5,-6,0,338,16.133333333333333,0.0,36.666666666666664,81.66666666666667,35.109352979892215,-1.5570399471882992,22930.166666666668,12002.792448704038,-1.374360736119654,3.8333333333333335,-1.8333333333333335,0,1,0,0,0,Basic,DevTools,AU,9,True
A-05d3b3,2024-05-31,39,14884,3,4,88,28407,7,9,221,61202,15,17,14.5,0.1629213483146067,1.0,-5,0,369,17.166666666666668,0.0,36.833333333333336,65.16666666666667,33.325165666004814,-0.7851923721467666,17192.166666666668,9729.955157484885,-0.2372227445111975,3.3333333333333335,0.6666666666666665,0,0,0,0,0,Basic,DevTools,AU,9,True
A-05d3b3,2024-06-30,25,2166,0,3,91,23484,3,8,193,57307,13,16,-8.0,-0.0869565217391304,-1.5,-5,0,399,18.166666666666668,0.0,32.166666666666664,59.0,34.32783127434646,-0.990449956999136,15666.166666666666,9141.366340250603,-1.4768215344074864,3.3333333333333335,-0.3333333333333335,0,1,0,0,0,Basic,DevTools,AU,9,True
A-05d3b3,2024-07-31,41,15557,2,5,105,32607,5,11,195,59824,12,18,9.0,0.0849056603773584,0.5,-6,0,430,19.2,0.0,32.5,45.5,27.369691266070184,-0.16441544012457113,14006.833333333334,10686.402133864638,0.14505973545663334,3.1666666666666665,1.8333333333333335,0,1,0,0,0,Basic,DevTools,AU,9,True
A-05d3b3,2024-08-31,24,10364,0,2,90,28087,2,8,178,56494,9,16,-9.0,-0.0989010989010989,-1.0,-6,1,461,20.233333333333334,0.0,29.666666666666668,39.333333333333336,22.277043490253927,-0.6883019576515895,12253.0,9046.347638688227,-0.20881355384935243,3.3333333333333335,-1.3333333333333335,0,1,0,0,0,Basic,DevTools,AU,9,True
A-05f0e5,2023-07-31,16,464,0,1,112,26638,16,6,322,90014,26,13,-32.0,-0.2831858407079646,-8.0,-5,0,88,6.966666666666667,0.0,53.666666666666664,29.666666666666668,8.189424074174244,-1.6688188173019833,9415.666666666666,5203.44811319059,-1.720333607681052,3.1666666666666665,-2.1666666666666665,0,1,1,0,0,Basic,FinTech,US,32,False
A-05f0e5,2023-08-31,86,21096,0,5,162,35862,12,8,396,107534,26,16,48.0,0.294478527607362,-6.0,-3,0,119,8.0,0.0,66.0,,,,,,,,,0,0,0,0,0,Basic,FinTech,US,32,False
A-05f0e5,2023-10-31,68,7720,6,3,154,28816,6,8,266,55454,22,12,25.0,0.1612903225806451,6.0,-5,0,180,10.033333333333333,0.0,44.333333333333336,51.0,49.49747468305833,0.3434518582089763,10780.0,14589.027109440849,-0.2097466799420824,3.0,0.0,0,0,0,0,0,Basic,FinTech,US,32,False
A-05f0e5,2023-11-30,20,7220,0,1,88,14940,6,4,250,50802,18,10,-14.0,-0.1573033707865168,-3.0,-3,0,210,11.033333333333333,0.0,41.666666666666664,56.666666666666664,36.35014901390823,-1.008707437318342,9760.0,10466.186315941448,-0.24268629690726437,3.0,-2.0,0,1,1,0,0,Basic,FinTech,US,32,False
A-05f0e5,2023-12-31,74,19322,14,3,162,34262,20,7,264,55822,20,12,30.0,0.1840490797546012,11.0,-4,1,241,12.066666666666666,0.0,44.0,47.5,34.88552708502482,0.7596273140946248,9125.0,8639.460091155388,1.180282088374811,2.5,0.5,0,0,0,0,0,Basic,FinTech,US,32,False
A-05f0e5,2024-01-31,10,980,2,1,57,14251,9,4,134,28659,12,11,-13.5,-0.2327586206896551,-1.5,-3,0,272,13.1,0.0,22.333333333333332,52.8,32.4530430006186,-1.3188285203441679,11164.4,8762.189498064967,-1.1623122281350797,2.6,-1.6,0,1,1,0,0,Basic,FinTech,US,32,False
A-05f0e5,2024-02-29,51,20166,2,4,98,30807,11,7,142,38277,14,11,27.5,0.2777777777777778,-2.5,-3,0,301,14.066666666666666,0.0,23.666666666666668,45.666666666666664,33.88018103060647,0.1574174934631503,9467.0,8871.740099890212,1.2059640925376562,2.3333333333333335,1.6666666666666665,0,0,0,0,0,Basic,FinTech,US,32,False
A-05f0e5,2024-03-31,15,1282,0,2,76,22428,4,7,157,39559,14,12,-15.5,-0.2012987012987013,-2.0,-5,0,332,15.1,0.0,26.166666666666668,51.5,30.605555051330143,-1.1925939178750415,12750.666666666666,8511.858238167895,-1.3473751963928176,2.8333333333333335,-0.8333333333333335,0,1,0,0,0,Basic,FinTech,US,32,False
A-05f0e5,2024-04-30,8,3464,0,1,74,24912,2,7,131,39163,11,10,-25.0,-0.3333333333333333,-1.0,-6,0,362,16.1,0.0,21.833333333333332,39.666666666666664,28.232369129541123,-1.12164393288157,9448.333333333334,8470.087925557013,-0.7065255266796141,2.3333333333333335,-1.3333333333333335,0,1,1,0,0,Basic,FinTech,US,32,False
A-05f0e5,2024-05-31,33,12013,0,2,56,16759,0,4,154,47566,11,9,21.5,0.3771929824561403,0.0,-2,0,393,17.133333333333333,0.0,25.666666666666668,29.666666666666668,26.778100505201383,0.12447982291372914,8739.0,8814.966069134925,0.3714137948973281,2.0,0.0,0,0,0,0,0,Basic,FinTech,US,32,False
A-05f0e5,2024-06-30,34,15047,3,3,75,30524,3,6,151,52952,7,11,13.5,0.1776315789473684,3.0,-3,0,423,18.133333333333333,0.0,25.166666666666668,31.833333333333332,26.362220442646073,0.08218831904513399,9537.833333333334,8866.80371761249,0.6213249826543764,2.1666666666666665,0.8333333333333335,0,0,0,0,0,Basic,FinTech,US,32,False
A-05f0e5,2024-07-31,47,11554,0,4,114,38614,3,9,188,63526,5,14,13.5,0.117391304347826,-1.5,-5,0,454,19.166666666666668,0.0,31.333333333333332,25.166666666666668,16.940090515303236,1.288855689687961,8825.333333333334,8058.2393031397805,0.33861822213009496,2.1666666666666665,1.8333333333333335,0,0,0,0,0,Basic,FinTech,US,32,False
A-05f0e5,2024-08-31,6,978,0,1,87,27579,3,8,143,44338,3,11,-34.5,-0.3920454545454545,-1.5,-7,0,485,20.2,0.0,23.833333333333332,31.333333333333332,17.048949136725895,-1.4859174981550143,10587.666666666666,7098.416123803019,-1.353776180166295,2.6666666666666665,-1.6666666666666665,0,1,1,0,0,Basic,FinTech,US,32,False
A-05f0e5,2024-09-30,14,6174,1,2,67,18706,1,7,142,49230,4,13,-12.5,-0.1838235294117647,1.0,-5,0,515,21.2,0.0,23.666666666666668,23.833333333333332,16.557978942693058,-0.5938727651178685,7389.666666666667,6183.454654694794,-0.19659991612408298,2.1666666666666665,-0.16666666666666652,0,1,0,0,0,Basic,FinTech,US,32,False
A-05f0e5,2024-10-31,33,12699,0,3,53,19851,1,6,167,58465,4,15,23.0,0.4259259259259259,-0.5,-3,1,546,22.233333333333334,0.0,27.833333333333332,23.666666666666668,16.66933312003413,0.5599103879090176,8205.0,5502.021446704842,0.816790709144666,2.1666666666666665,0.8333333333333335,0,0,0,0,0,Basic,FinTech,US,32,False
A-0651a4,2024-11-30,43,13277,5,3,111,27970,9,8,199,53851,10,14,9.0,0.0803571428571428,3.0,-5,1,45,23.233333333333334,0.0,33.166666666666664,27.833333333333332,15.012217246851536,1.0102881810852653,9744.166666666666,5193.572004571294,0.6802318961869714,2.5,0.5,0,1,0,0,0,Pro,HealthTech,FR,16,False
A-068fc6,2023-11-30,9,3573,0,1,73,15233,5,7,196,51373,10,17,-23.0,-0.3108108108108108,-2.5,-6,0,136,10.866666666666667,0.0,32.666666666666664,,,,,,,,,0,1,1,0,0,Enterprise,EdTech,US,35,False
A-068fc6,2024-01-31,49,20415,2,4,58,23988,2,5,155,45960,8,14,44.5,0.7542372881355932,2.0,-1,0,198,12.933333333333334,0.0,25.833333333333332,,,,,,,,,0,0,0,0,0,Enterprise,EdTech,US,35,False
A-068fc6,2024-02-29,26,10260,1,3,75,30675,3,7,148,45908,8,14,1.5,0.0197368421052631,0.0,-4,0,227,13.9,0.0,24.666666666666668,29.0,28.284271247461902,-0.10606601342798225,11994.0,11909.092408743834,-0.14560303508781813,2.5,0.5,0,1,0,0,0,Enterprise,EdTech,US,35,False
A-068fc6,2024-03-31,15,4095,0,2,90,34770,3,8,143,46555,6,14,-22.5,-0.2472527472527472,-1.5,-6,0,258,14.933333333333334,0.0,23.833333333333332,28.0,20.074859899884732,-0.6475760935446703,11416.0,8480.300289494471,-0.8632949010315206,2.6666666666666665,-0.6666666666666665,0,1,0,0,0,Enterprise,EdTech,US,35,False
A-068fc6,2024-04-30,44,13902,2,4,85,28257,3,9,143,52245,5,13,23.5,0.2732558139534883,1.5,-5,0,288,15.933333333333334,0.0,23.833333333333332,24.75,17.63282923034947,1.0917135677327099,9585.75,7832.172256149631,0.551092322574991,2.5,1.5,0,0,0,0,0,Enterprise,EdTech,US,35,False
A-068fc6,2024-05-31,8,3104,0,1,67,21101,2,7,142,51776,5,13,-21.5,-0.3161764705882353,-1.0,-6,0,319,16.966666666666665,0.0,23.666666666666668,28.6,17.529974329701684,-1.1751300051801363,10449.0,7052.176578901013,-1.0415224174808022,2.8,-1.7999999999999998,0,1,1,0,0,Enterprise,EdTech,US,35,False
